index,symptom_name
6864,无痛
6865,无痛小结
6866,无痛性
6867,无痛性一过性失明
6868,无痛性便血
6869,无痛性全程肉眼血尿
6870,无痛性吞咽困难
6871,无痛性巨大占位性病变
6872,无痛性淋巴结肿大
6873,无痛性的灰白色胶样
6874,无痛性眼球突出
6875,无痛性眼睑
6876,无痛性缓慢生长
6877,无痛性肿块
6878,无痛性肿物
6879,无痛性肿胀
6880,无痛性血尿
6881,无痛性视力下降
6882,无痛性进行性黄疸
6883,无痛性阴道出血
6884,无痛状
6885,无痛痒感
6886,无痰
6887,无痰咳嗽
6888,无瘀斑
6889,无瘀点
6890,无瘙痒感
6891,无目的性的舞蹈样动作
6892,无眼痛
6893,无破溃
6894,无礼貌
6895,无神志丧失
6896,无神志障碍
6897,无神经根刺激体征
6898,无精
6899,无精子
6900,无精子症
6901,无精打采
6902,无红斑性皮肤松弛症皮损
6903,无红肿
6904,无绒毛组织
6905,无耳畸形
6906,无聋哑
6907,无肛症
6908,无胎粪排出
6909,无胡须
6910,无脉
6911,无脉搏
6912,无脓肿形成
6913,无腹泻
6914,无膀胱刺激征
6915,无自制力
6916,无自发性口语
6917,无自行睁眼
6918,无自觉症状
6919,无色素沉着
6920,无菌性炎症
6921,无菌性脓疱
6922,无蒂
6923,无蠕动
6924,无血性分泌物流出
6925,无血管性增殖
6926,无血管杂音
6927,无视功能
6928,无视觉征兆
6929,无视觉抑制
6930,无触痛
6931,无言语对答
6932,无足
6933,无里急后重
6934,无阴毛腋毛
6935,无阴道
6936,无震颤
6937,无震颤及血管杂音
6938,无静脉曲张
6939,无骨性错合畸形
6940,无骨质破坏
6941,无鳞屑
6942,无黄疸
6943,无黏性
6944,既往史
6945,日光过敏
6946,日晒后曝光部位出现烧灼感
6947,日晒后曝光部位出现疼痛
6948,日晒过敏
6949,日轻夜重
6950,日间过度睡眠
6951,日饮水量大
6952,早产
6953,早发性角膜环
6954,早发的肌张力低下
6955,早发进行性耳聋
6956,早孕反应
6957,早搏
6958,早搏次数多
6959,早期仅有单侧鼻塞
6960,早期厌食
6961,早期妊娠反应
6962,早期手足硬肿
6963,早期泪道可通畅
6964,早期肠鸣音可亢进
6965,早期视野改变
6966,早泄
6967,早破
6968,早萌牙齿松动
6969,早饱
6970,早饱感
6971,时跖外缘负重
6972,时间空间定向检查不合作
6973,明亮苍白背景下明显
6974,明显休克体征
6975,明显恶心
6976,明显消瘦
6977,明显疼痛
6978,明显的智力低下
6979,明显的淋巴结转移
6980,明显的甲横沟
6981,明显的腰痛
6982,明显的色素沉着
6983,明显的酸痛
6984,明显缩短
6985,明显腹胀
6986,明显血红蛋白尿
6987,明显触痛
6988,明显阵发性不连贯的咳嗽
6989,明显颅内压增高
6990,明显食欲不振
6991,明显黄疸
6992,明显龋洞
6993,昏倒路边意识不清
6994,昏厥
6995,昏睡
6996,昏迷
6997,昏迷3小时
6998,昏迷半小时
6999,昏迷抽搐
7000,昏迷约30分钟
7001,昏迷跌倒
7002,昏迷，呼之不应
7003,昏迷，约5分钟后清醒
7004,易于疲劳
7005,易出汗
7006,易出血
7007,易发骨折
7008,易受激惹
7009,易咬破
7010,易哭闹
7011,易复发
7012,易怒
7013,易患呼吸道感染
7014,易摔跤
7015,易激
7016,易激动
7017,易激惹
7018,易疲乏
7019,易疲劳
7020,易疲劳无力
7021,易跌倒
7022,易饥
7023,易饥饿
7024,易骨折
7025,星状KP
7026,星芒状
7027,昼夜节律异常
7028,显微外科术后皮瓣干瘪不充盈
7029,晕倒
7030,晕厥
7031,晕厥前兆
7032,晕厥发作
7033,晕状
7034,晕阙
7035,晚期出现便秘
7036,晚期因骨髓造血功能受损
7037,晚期视野改变
7038,晚期角膜遗留浓厚瘢痕
7039,晨僵
7040,晨起僵硬
7041,晨起头痛
7042,晨起尿道口分泌物结痂封住尿道
7043,晨起床睁眼困难
7044,晨起怕灯光刺激
7045,晨起洗脸时觉身体后仰
7046,晨起疼痛
7047,晨轻暮重
7048,普遍性骨质疏松
7049,晶体混浊
7050,晶体溢出
7051,晶体脱位
7052,晶体脱位混浊
7053,晶状体体积增大
7054,晶状体凸度增加
7055,晶状体前棕色沉着物
7056,晶状体后囊混浊
7057,晶状体异位
7058,晶状体性近视
7059,晶状体挫伤
7060,晶状体损伤
7061,晶状体改变
7062,晶状体核混浊
7063,晶状体混浊
7064,晶状体混浊加重
7065,晶状体皮质混浊
7066,晶状体缺如
7067,晶状体脱位
7068,晶状体脱位至眼外
7069,晶状体脱位至结膜下
7070,晶状体脱入前房
7071,晶状体脱入玻璃体腔
7072,智力一般正常
7073,智力下降
7074,智力不全
7075,智力与年龄相符
7076,智力低下
7077,智力减退
7078,智力发育不良
7079,智力发育受限
7080,智力发育落后
7081,智力发育落后甚至倒退
7082,智力发育迟缓
7083,智力发育障碍
7084,智力年龄相称
7085,智力损害
7086,智力缺陷
7087,智力落后
7088,智力障碍
7089,智能倒退
7090,智能发育落后
7091,智能障碍
7092,暂时性失语
7093,暂时性缺血损伤
7094,暂时性麻痹
7095,暂时的视力模糊
7096,暂时高于同龄儿童
7097,暗棕红色
7098,暗红
7099,暗红色丘疹
7100,暗红色斑
7101,暗红色斑块
7102,暗红色液体
7103,暗红色牙龈肿物
7104,暗红色结节
7105,暗红色血便
7106,暗褐色
7107,暗适应
7108,暴怒发作
7109,暴躁情绪
7110,暴露性角膜炎
7111,暴饮暴食
7112,月经不规则
7113,月经不规律
7114,月经不调
7115,月经先后无定期
7116,月经加重
7117,月经周期不规则
7118,月经周期紊乱
7119,月经增多
7120,月经失调
7121,月经异常
7122,月经愆期
7123,月经推迟
7124,月经无规律
7125,月经未来潮
7126,月经来潮
7127,月经来潮时
7128,月经稀发
7129,月经稀少
7130,月经紊乱
7131,月经较前量少
7132,月经过多
7133,月经过少
7134,月经量增多
7135,月经量少
7136,月经量较前增多
7137,月经量过多
7138,有假叶胎盘
7139,有先天性嗅觉缺失或减退
7140,有分支状新生血管侵入
7141,有压痛
7142,有多余手指
7143,有多余足趾
7144,有失水征
7145,有弹性
7146,有弹性的圆形软组织包块
7147,有心绞痛
7148,有恐惧感
7149,有意识障碍
7150,有效血容量重新分布
7151,有时肿瘤呈胶样隆起
7152,有昏迷史，具体时间不详
7153,有水疱
7154,有汗脚味
7155,有波动感
7156,有流泪
7157,有烧灼感
7158,有特殊鼠臭味
7159,有甲板
7160,有甲状腺毒症临床表现
7161,有疼痛
7162,有痒感
7163,有神经痛
7164,有窦道
7165,有粗大吻合血管围绕病灶区
7166,有粘连感
7167,有紧张牵制感
7168,有紫斑
7169,有肿胀
7170,有脓细胞
7171,有脓肿形成时可触到欠活动的肿块
7172,有色素沉着
7173,有节律性的眼球运动
7174,有蒂的瘤样物
7175,有蒂突起
7176,有蜡样光泽
7177,有角膜新生血管翳
7178,有软组织密度肿物
7179,有酸胀感
7180,有鳞屑
7181,有龈袋
7182,服糖后迅速缓解
7183,木偶样外观
7184,木偶纹
7185,木僵
7186,未萌出牙
7187,未见第一颗乳牙
7188,末弹响
7189,末梢冰凉
7190,末梢动脉无法触
7191,末梢神经与脑神经核障碍
7192,末梢肢体活动不能
7193,末梢青紫
7194,末节屈曲
7195,末节屈曲不能
7196,术后皮下气肿
7197,机化梗阻性
7198,机器声样
7199,机器样
7200,机械性
7201,机械性限制引起的限制性斜视
7202,机械瓣启闭声音消失
7203,杏仁大硬结
7204,束带感
7205,束带样异常
7206,束带远端肢体肿胀畸形
7207,束胸感
7208,束臂加压试验阳性
7209,条状斑块
7210,条索状
7211,条索状改变
7212,条索状斑块
7213,条索状静脉
7214,来回交叉和分开双腿
7215,杨梅状
7216,杨梅舌
7217,杯状
7218,杵状指
7219,杵状指三联征
7220,杵状趾
7221,松动
7222,松开后红色迅速复原
7223,松弛性大疱
7224,松手后很快复红
7225,板状硬结
7226,板状腹
7227,极少数也可出现双侧同时发病
7228,极度乏力
7229,极度散大
7230,极度烦躁
7231,极度烦躁不安
7232,极度疲乏无力
7233,构语困难
7234,构音不清
7235,构音困难
7236,构音障碍
7237,构音障碍-手笨拙综合征
7238,枕下疼痛
7239,枕中线附近
7240,枕后发际较低
7241,枕大神经分布区域的放射痛
7242,枕大神经痛
7243,枕秃
7244,枕部包块
7245,枕部可见一约5㎝长皮肤裂口
7246,枕部头痛
7247,枕部局部头皮挫伤
7248,枕部平呈扁头
7249,枕部淋巴结肿大
7250,枕部淋巴结肿痛
7251,枕颈痛
7252,枕颈部疼痛
7253,枕骨凹陷
7254,枕骨局部皮质增厚
7255,枕骨粗隆
7256,果酱样大便
7257,果酱样尿
7258,枪刺状
7259,柏油便
7260,柏油样便
7261,染色体核型
7262,柔软均匀
7263,柔软块状物
7264,柔软松弛
7265,柔韧感
7266,查体不合作
7267,查体不配合
7268,查体发现甲状腺结节
7269,查体应从头到脚
7270,查体欠合作
7271,查体欠配合
7272,标志性损害
7273,树枝状
7274,树胶样肿
7275,树胶肿
7276,树胶肿呈对称性
7277,树胶肿样损害
7278,树胶肿样浸润灶
7279,树胶肿泛发
7280,栓塞
7281,栓塞静脉支
7282,样沉着物
7283,核黄疸
7284,根吸收倾向
7285,根尖区低密度阴影
7286,根尖处牙龈可有瘘管
7287,根尖部卵圆形透射影
7288,根尖部圆形透射影
7289,根尖部牙龈处呈半球状隆起
7290,根性疼痛
7291,根性症状
7292,根性神经痛
7293,根据颅外受累部位不同而不同
7294,根管内可引流出淡黄色脓液
7295,根管可发生完全闭锁
7296,根面龋
7297,桔皮样变
7298,桡动脉搏动减弱
7299,桡动脉脉搏减弱
7300,桡神经伤
7301,桡神经损伤
7302,桡神经损伤症状
7303,桡骨小头
7304,桶状胸
7305,梅毒树胶样肿
7306,梅毒疹
7307,梗塞
7308,梗阻严重
7309,梗阻性黄疸
7310,梗阻感
7311,梨状肌束局部变硬
7312,梭形肿大
7313,梳头困难
7314,检眼镜下呈灰色外观
7315,棉絮感
7316,棉绒斑
7317,棕红色斑块
7318,棕褐色龋斑
7319,棘层松解
7320,棘层肥厚
7321,棘状角化性丘疹
7322,棘突
7323,棘突旁压痛
7324,棘间压痛
7325,植皮术无法覆盖的创面
7326,椎体压缩变形
7327,椎体压缩性骨折
7328,椎体后上角受压突入椎管
7329,椎体后缘骨赘
7330,椎体旋转
7331,椎体束征
7332,椎体爆裂
7333,椎体骨赘
7334,椎动脉
7335,椎动脉受压
7336,椎动脉型颈椎病
7337,椎旁压痛
7338,椎管狭窄
7339,椎节失稳
7340,椎节松动
7341,椎间盘后突压迫
7342,椎间盘滑脱
7343,椎间盘突出
7344,椎间盘脱出
7345,楔形缺损
7346,楔状缺损
7347,模仿言语
7348,模仿语言
7349,横位心
7350,横弓丧失
7351,横纹肌溶解
7352,樱桃红点
7353,橡皮样肿胀
7354,欣快感
7355,欧式兰尼征
7356,正中牙合位时下颌后退1
7357,正中神经受压
7358,正中神经损伤症状
7359,正常的乳牙列有稍深的覆合
7360,正常睫毛根部生长另一排多余睫毛
7361,正常肤色
7362,正相对性集合值降低
7363,此混浊与角膜缘平行且存在间隔
7364,步伐不稳
7365,步态
7366,步态不稳
7367,步态困难
7368,步态异常
7369,步态怪异
7370,步态摇摆
7371,步态稍有异常
7372,步态笨拙而经常跌倒
7373,步态缓慢
7374,步态跛行
7375,步态蹒跚
7376,步态障碍
7377,步行后加剧
7378,步行障碍
7379,歪头
7380,歪斜
7381,死骨排出
7382,残余尿多
7383,残尿量增加
7384,残根呈黑色小点
7385,残疾
7386,残肢远端异常性疼痛
7387,母子斑
7388,母性遗传
7389,每周<3次
7390,每天排便>3次
7391,每天脱发大于100根
7392,每年发病大于3个月
7393,每月发作大于15天
7394,每次进食时患侧腺体迅速肿胀
7395,毒物中毒
7396,比正常椎间隙窄
7397,毛发变白
7398,毛发变细变软
7399,毛发干枯
7400,毛发干燥
7401,毛发异常
7402,毛发微小化
7403,毛发损伤
7404,毛发易折断
7405,毛发松动
7406,毛发油光
7407,毛发白色到淡黄色
7408,毛发稀少
7409,毛发稀疏
7410,毛发稀疏脱落
7411,毛发纤细
7412,毛发缺乏
7413,毛发缺失
7414,毛发缺损
7415,毛发脱落
7416,毛发色浅淡
7417,毛发色素减少
7418,毛发颜色改变
7419,毛周角化
7420,毛周隆起
7421,毛囊口处蜂窝状排脓小孔
7422,毛囊口角化
7423,毛囊性丘疹
7424,毛囊性脓疱疮
7425,毛囊性角化性丘疹
7426,毛囊破坏
7427,毛囊角化
7428,毛囊角化性丘疹
7429,毛孔粗大
7430,毛干损害
7431,毛干结节特征
7432,毛细血管反应延迟
7433,毛细血管反应时间延长
7434,毛细血管反应时间消失
7435,毛细血管扩张
7436,毛细血管搏动
7437,毛细血管显露
7438,毛细血管畸形
7439,毛褒性脓疱
7440,毳毛
7441,毳毛增多
7442,毳毛少细
7443,气不够用
7444,气体排出
7445,气促
7446,气促呼吸困难
7447,气候炎热
7448,气喘
7449,气急
7450,气急喘鸣
7451,气急躁
7452,气憋
7453,气泡
7454,气泡溢出
7455,气流冲击
7456,"气短
而喘"
7457,气短
7458,气短不均匀
7459,气短乏力
7460,气管内可见胎粪样物质
7461,气管受压
7462,气管壁浸润性狭窄
7463,气管拍击音
7464,气管狭窄
7465,气管移位
7466,气管软骨炎
7467,气紧
7468,气胸
7469,气道粘膜肥厚
7470,气道阻塞
7471,氨基酸尿
7472,水从皮肤瘘口流出
7473,水冲脉
7474,水平运动障碍
7475,水平震眼
7476,水样便
7477,水样分泌物
7478,水样泄
7479,水样泻
7480,水样泻或脂肪泻
7481,水样液
7482,水样稀便
7483,水泡
7484,水泡样丘疹
7485,水泡样疱疹
7486,水泡样皮损
7487,水泡样皮疹
7488,水牛背
7489,水疱
7490,水疱内容清
7491,水疱刺痒
7492,水疱周围无红晕
7493,水疱弧形排列
7494,水疱形成
7495,水疱融合成片
7496,水痘
7497,水痘-带状疱疹病毒性视网膜炎
7498,水肿
7499,水肿型红斑
7500,水肿处皮肤苍白
7501,水肿处皮肤蜡黄色
7502,水肿性斑疹
7503,水肿性红斑
7504,水肿性营养不良
7505,水肿性鲜红斑
7506,水肿老化肉芽
7507,水肿高血压
7508,永久性脱发
7509,永存动脉干
7510,汗出
7511,汗少
7512,汗毛脱落
7513,汗液中有烧焦枫糖味
7514,汗液外泄
7515,汗液有鼠臭味
7516,汗液过多
7517,汗液鼠臭味
7518,汗腺出汗异常
7519,汗腺分必增加
7520,污染重
7521,沉重感
7522,沉闷痛
7523,沙眼性倒睫
7524,沙眼性剧烈炎症反应
7525,沙眼性滤泡
7526,沙眼性瘢痕
7527,沟纹
7528,没力气
7529,没有带状着色
7530,没有自觉症状
7531,油滴状
7532,油状皮脂样物质
7533,油腻性鳞屑性斑片
7534,油腻感
7535,治疗不当
7536,沿Blaschko线走形丘疹样
7537,沿Blaschko线走形的小水泡
7538,沿坐骨神经放射性疼痛
7539,沿神经分布
7540,沿表浅静脉走形的局部压痛，硬结
7541,泌乳
7542,泌尿生殖系统异常
7543,泌尿系结石
7544,泌尿系统畸形
7545,泌尿系统脓肿
7546,泌尿系统表现
7547,泌尿道出血经尿道排出称尿血
7548,法令纹
7549,法令纹凹陷
7550,泛发性红皮病
7551,泛发群集丘疹
7552,泡性结膜炎
7553,泡性结节
7554,泡沫多
7555,泡沫尿
7556,泡沫恶臭粪便
7557,泡沫样痰
7558,泡沫样白带
7559,泡沫血痰
7560,泡状结节
7561,波动性肌无力
7562,波动性肌肉无力
7563,波动感
7564,波浪热
7565,注射部位渗血
7566,注意力下降
7567,注意力不易集中
7568,注意力不集中
7569,注意力功能障碍
7570,注意力障碍
7571,注意力集中困难
7572,注意广度降低
7573,注意缺陷
7574,注意缺陷多动障碍
7575,注意除外头颈部外伤
7576,注意障碍
7577,注水感
7578,注视眼
7579,泪器损伤
7580,泪囊区皮肤压痛
7581,泪囊区皮肤湿疹
7582,泪囊区皮肤红肿
7583,泪囊区肿物
7584,泪囊区脓肿形成甚至破溃形成皮肤瘘管
7585,泪囊区隆起
7586,泪囊气肿
7587,泪囊瘘
7588,泪囊粘液囊肿
7589,泪囊肿
7590,泪囊肿胀压痛
7591,泪囊部发热
7592,泪囊部疼痛
7593,泪囊部红肿
7594,泪小点位置异常
7595,泪小点发红
7596,泪小点可隆起
7597,泪小点呈囊样膨大
7598,泪小点外翻
7599,泪小点如移位
7600,泪小点狭窄
7601,泪小点移位
7602,泪小点红肿
7603,泪小点缺如
7604,泪小点转向
7605,泪小点闭塞
7606,泪小点隆起
7607,泪小管肿胀
7608,泪沟凹陷
7609,泪液减少
7610,泪液分泌
7611,泪液分泌减少
7612,泪溢
7613,泪点堵塞
7614,泪点水肿
7615,泪点狭窄
7616,泪点眼球分离
7617,泪点眼球分离下方为甚
7618,泪点闭锁
7619,泪腺分泌减少
7620,泪腺炎症
7621,泪腺肿大
7622,泪道冲洗阻塞
7623,泪阜乳头状赘生物
7624,泻肚子
7625,洞察力缺陷
7626,活动内容
7627,活动减少
7628,活动力下降
7629,活动功能受限
7630,活动受限
7631,活动受限明显
7632,活动可重定于泪腺窝内
7633,活动后发绀
7634,活动后呼吸困难
7635,活动后心悸
7636,活动后心慌
7637,活动后气促
7638,活动后气喘
7639,活动后气短
7640,活动后胸闷
7641,活动后腹痛加剧
7642,活动后虚汗
7643,活动困难
7644,活动度下降
7645,活动度不佳
7646,活动度减小
7647,活动度可
7648,活动度差
7649,活动性
7650,活动性呼吸困难
7651,活动时加剧
7652,活动时可感到滴答音
7653,活动时心慌
7654,活动时易摔倒
7655,活动时晕厥
7656,活动时气促
7657,活动时气短
7658,活动时疼痛加重
7659,活动疼痛
7660,活动耐力下降
7661,活动耐力差
7662,活动耐量下降
7663,活动耐量降低
7664,活动能力下降
7665,活动能力减弱
7666,活动过度
7667,活动量降低
7668,活动障碍
7669,活检示肉芽肿
7670,流产
7671,流出受阻
7672,流口水
7673,流感样症状
7674,流水样涕
7675,流泪
7676,流泪与复视
7677,流涎
7678,流涎增加
7679,流涎多
7680,流涕
7681,流液
7682,流清涕
7683,流脓
7684,流脓涕
7685,流血
7686,流血性分泌物
7687,流诞
7688,流鼻涕
7689,流鼻血
7690,浅、深淋巴管均有回流不畅
7691,浅前房
7692,浅反射减弱
7693,浅层角膜炎
7694,浅感觉障碍
7695,浅昏迷
7696,"浅溃
疡"
7697,浅溃疡
7698,浅紫蓝色
7699,浅色
7700,浅色斑
7701,浅色结节
7702,浅表冻伤
7703,浅表性伤口
7704,浅表性山伤口
7705,浅表性脓疤性毛囊炎
7706,浅表损伤
7707,浅表淋巴结
7708,浅表淋巴结大
7709,浅表淋巴结肿大
7710,浅表皮肤破损
7711,浅表糜烂面
7712,浅表静脉扩张
7713,浅表静脉曲张
7714,浅静脉扩张
7715,浅静脉曲张
7716,浅黄色假膜
7717,浆液性渗出
7718,浆液性视网膜脱离
7719,浆液样血性分泌物
7720,浆液纤维蛋白性渗出液
7721,浆液血性渗出物
7722,浆膜腔积液
7723,浆膜面形成较小的出血称瘀点
7724,浊音
7725,测试生效
7726,浑浊化脓
7727,浑身不适
7728,浑身发热
7729,浑身疼痛
7730,浓性分泌物
7731,浓痰
7732,浓茶尿
7733,浓茶样尿
7734,浓茶样尿液
7735,浮肿
7736,浮髌试验
7737,海绵体变韧
7738,海绵状
7739,海绵窦脓肿
7740,海豹肢样
7741,海豹肢畸形
7742,海马内侧局部肿胀
7743,浸润性红斑
7744,浸润斑块
7745,浸润灶
7746,浸润肥厚
7747,浸渍肥厚
7748,消化不良
7749,消化功能不良
7750,消化功能减低
7751,消化性溃疡
7752,消化系统供血不足
7753,消化系统供血不足表现
7754,消化系统异常
7755,消化道不适
7756,消化道出血
7757,消化道梗阻
7758,消化道症状
7759,消化道系统症状
7760,消化道障碍
7761,消瘦
7762,消瘦不良
7763,消瘦之力
7764,消瘦乏力
7765,消瘦明显
7766,消瘦贫血
7767,消退后无痕迹
7768,消退慢
7769,消退迅速
7770,涎腺
7771,涎腺肿大
7772,涕中带血
7773,涕倒流
7774,涩滞不畅
7775,液化玻璃体
7776,液气胸
7777,淀粉样变
7778,淋巴性水肿
7779,淋巴水肿
7780,淋巴瘤表现
7781,淋巴管有回流不畅
7782,淋巴管结构损坏
7783,淋巴细胞比例增高
7784,淋巴结受累
7785,淋巴结可见噬血细胞但无恶性表现
7786,淋巴结囊
7787,淋巴结坏死
7788,淋巴结增大
7789,淋巴结外组织受累
7790,淋巴结大
7791,淋巴结数目增多
7792,淋巴结无痛性肿大
7793,淋巴结消失
7794,淋巴结缩小
7795,淋巴结肿
7796,淋巴结肿大
7797,淋巴结肿大呈无痛性
7798,淋巴结肿大疼痛
7799,淋巴结肿大罕见
7800,淋巴结肿大表面光滑质地较韧触之如鼻尖额头样硬度
7801,淋巴结肿大较罕见
7802,淋巴结肿大骨痛
7803,淋巴结转移
7804,淋巴结转移且质地比较硬
7805,淋巴转移
7806,淡棕色色素斑
7807,淡漠
7808,淡漠面容
7809,淡红
7810,淡红色丘疹
7811,淡红色斑块
7812,淡红色液体渗出
7813,淡红色渗透
7814,淡红色皮下硬块
7815,淡红色皮损
7816,淡红色胸腔积液
7817,淡红色膨胀波浪形条状纹后转至淡白
7818,淡红色菜花状斑块
7819,淡红色，液体渗出
7820,淡红褐色斑疹
7821,淡褐色斑
7822,淡黄色液体
7823,淡黄色结节
7824,淡黄色角化性丘疹
7825,淤斑
7826,淤点压之不褪色
7827,淤点呈深红色
7828,淤点数日变为紫色
7829,淤积
7830,淤血
7831,淤血性
7832,淤血性心力衰竭
7833,淤血性肝肿大
7834,深压痛
7835,深反射消失
7836,深在性小水疱
7837,深基质水肿
7838,深大呼吸
7839,深层出现灰黄色斑块状
7840,深层眼睑烧伤愈合后可因瘢痕挛缩而出现睑外翻
7841,深层组织裂伤
7842,深层缺损
7843,深层角膜炎
7844,深快
7845,深感觉障碍
7846,深昏迷
7847,深浅不一的伤口
7848,深牙周袋
7849,深的窝沟点隙
7850,深覆合
7851,深覆盖
7852,深部感觉缺失
7853,深部淋巴结肿大
7854,深部组织外露
7855,深部组织挫裂伤
7856,深部肌肉
7857,深部肌腱外露
7858,深部脓肿
7859,深部软组织肿块
7860,深静脉血栓
7861,深龋洞
7862,混合型充血
7863,混合性充血
7864,混合性失语
7865,混合牙列
7866,混浊
7867,混浊与角膜缘平行且存在间隔
7868,清亮
7869,清水样囊液
7870,清水样涕
7871,清水样腹泻
7872,清涕
7873,清血
7874,渐向四周扩展、增殖
7875,渐向角膜内发展形成翼肉样
7876,渐次增多
7877,渐进性听觉损害
7878,渐进性步态障碍
7879,渐进性疼痛
7880,渐进性颅内压增高
7881,渗出
7882,渗出少
7883,渗出性视网膜脱离
7884,渗出显著
7885,渗出液增多
7886,渗液
7887,渗液渗血
7888,渗漏
7889,渗血
7890,温度刺激会加剧疼痛
7891,温度刺激酸痛
7892,温度增高
7893,温度觉异常
7894,温度较低
7895,温度降低
7896,温觉的轻度减退
7897,温觉障碍
7898,渴
7899,游戏时表现不成熟
7900,游离肉碱降低
7901,游离脂肪酸升高
7902,游离血红蛋白
7903,游走性
7904,游走性关节疼痛
7905,游走性关节痛
7906,游走性包块
7907,游走性疼痛
7908,游走性红斑
7909,湿冷
7910,湿哕音
7911,湿啰音
7912,湿性啰音
7913,湿疹
7914,湿疹样
7915,湿疹样变
7916,湿疹样改变
7917,湿疹样皮疹
7918,湿疹苔藓样皮疹
7919,湿罗音
7920,溃烂
7921,溃烂深入肌层
7922,溃烂白斑
7923,溃疡
7924,溃疡不超过10个
7925,溃疡出血
7926,溃疡发生难以愈合
7927,溃疡可达10个以上
7928,溃疡周围卫星状紫色丘疹
7929,溃疡基底凹凸不平
7930,溃疡境界清楚
7931,溃疡大而深
7932,溃疡底部可溢脓
7933,溃疡形成
7934,溃疡形结构
7935,溃疡性
7936,溃疡抠破后长期不愈，并逐渐扩大
7937,溃疡散在分布
7938,溃疡散在分布如“满天星”
7939,溃疡数目多
7940,溃疡有粘性脓液
7941,溃疡液
7942,溃疡深凹
7943,溃疡疼痛
7944,溃疡直径小于10mm
7945,溃疡表浅
7946,溃疡边缘边界清晰
7947,溃疡边缘锐利
7948,溃疡达皮下组织
7949,溃疡达肌肉
7950,溃疡达骨
7951,溃破
7952,溢乳
7953,溢出
7954,溢出性呕吐
7955,溢出脓性分泌物
7956,溢尿
7957,溢泪
7958,溢液
7959,溢脓
7960,溢血
7961,溶血
7962,溶血性贫血
7963,溶血性链球菌
7964,溶血表现
7965,溶酶体酸性脂肪酶活性丧失
7966,溶酶体酸性脂肪酶活性降低
7967,溶骨性病变
7968,溶骨破坏
7969,滑囊炎易出血
7970,滑膜充血
7971,滑膜嵌插于关节内
7972,滑膜液
7973,滑膜炎加剧
7974,滑膜病变
7975,滑膜病变累
7976,滑膜肥厚
7977,滑膜肿胀
7978,滑膜覆盖
7979,滑膜赠生
7980,滑膜面纤维蛋白
7981,满月脸
7982,滤过泡漏者
7983,滤过率
7984,滴蜡现象
7985,漏斗胸
7986,漏斗胸式鸡胸
7987,漏跳感
7988,潜在性眼位偏斜
7989,潜血阳性
7990,潮式呼吸
7991,潮湿呼吸
7992,潮湿多汗
7993,潮热盗汗
7994,潮红
7995,潮红斑
7996,激动
7997,激动易怒
7998,激素减量
7999,激素水平异常
8000,濒死感
8001,火山口状
8002,火棉胶婴儿
8003,火焰烧伤
8004,火焰状出血
8005,灰棕色色素斑
8006,灰白污秽
8007,灰白色浸润
8008,灰白色混浊
8009,灰白色点状混浊
8010,灰白色物质沉积在晶状体前表面
8011,灰白色结节
8012,灰白色针尖样大小角膜点状浸润
8013,灰白色鳞屑
8014,灰色巩膜
8015,灰色浸润
8016,灰褐色线性旋涡状斑疹
8017,灰黑色坏疽
8018,灼伤部位疼痛
8019,灼伤部位疼痛剧烈
8020,灼感
8021,灼烧
8022,灼烧感
8023,灼烧样痛
8024,灼烧痛
8025,灼热
8026,灼热刺痛感
8027,灼热感
8028,灼热感明显
8029,灼热痛
8030,灼热瘙痒
8031,灼痛
8032,炎性渗出物
8033,炎性红斑
8034,炎性红晕
8035,炎性肿大
8036,炎症反应
8037,炎症性耳痛
8038,炎症浸润与肿胀形成结节样隆起
8039,炎症消退
8040,炎症逐渐消退
8041,点状上皮性角膜炎
8042,点状内层脉络膜病变
8043,点状出血性皮疹
8044,点状出血现象
8045,点状压痛
8046,点状带状窝状缺损
8047,点状斑
8048,点状浸润灶
8049,点状瘢痕
8050,点状萎缩性瘢痕
8051,点状角膜上皮改变
8052,点状角膜炎
8053,点状黑色
8054,烂嘴角
8055,烂断肌腱
8056,烂鱼肠样腐败组织
8057,烦渴
8058,烦燥
8059,烦燥不安
8060,烦燥性急
8061,烦躁
8062,烦躁不安
8063,烦躁不安精神错乱
8064,烦躁不安表现
8065,烦躁好哭闹
8066,烦躁干渴
8067,烦躁易怒
8068,烦闷急燥
8069,烧心
8070,烧心感
8071,烧样疼痛
8072,"烧灼
感"
8073,烧灼
8074,烧灼刺痛感
8075,烧灼感
8076,烧灼样
8077,烧灼样疼痛
8078,烧灼样痛
8079,烧灼针刺样疼痛
8080,烧热感
8081,热刺激痛
8082,热型不一
8083,热型不定
8084,热燥
8085,热痛
8086,焦痂周围有环形红斑
8087,焦痂溃疡
8088,焦虑
8089,焦虑不安
8090,焦虑烦躁
8091,焦躁易怒
8092,熊猫眼
8093,燥热
8094,燥热多汗
8095,爆肺
8096,爆裂脱位
8097,爆裂骨折
8098,爪形手
8099,爪形手畸形
8100,爪形趾
8101,爪状畸形
8102,爪甲变化
8103,爱发脾气
8104,片状皮肤红疹
8105,片状簇集成群疱疹
8106,片状红斑
8107,片状红疹
8108,片状红肿
8109,片状红肿区
8110,片状鲜红色疹
8111,牙 石
8112,牙位大于30%
8113,牙位少于于30%
8114,牙体不适
8115,牙体偏大
